"","species","meters","location","species.fb"
"25231","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25232","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25233","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25234","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25235","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25236","Acanthurus coeruleus",12.192,"Roatan","Acanthurus coeruleus"
"25237","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25238","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25239","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25240","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25241","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25242","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25243","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25244","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25245","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25246","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25247","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25248","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25249","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25250","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25251","Microspathodon chrysurus",12.192,"Roatan","Microspathodon chrysurus"
"25252","Chaetodon capistratus",12.192,"Roatan","Chaetodon capistratus"
"25253","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25254","Ocyurus chrysurus",12.192,"Roatan","Ocyurus chrysurus"
"25255","Ocyurus chrysurus",12.192,"Roatan","Ocyurus chrysurus"
"25256","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25257","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25258","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25259","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25260","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25261","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25262","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25263","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25264","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25265","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25266","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25267","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25268","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25269","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25270","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25271","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25272","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25273","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25274","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25275","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25276","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25277","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25278","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25279","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25280","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25281","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25282","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25283","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25284","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25285","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25286","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25287","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25288","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25289","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25290","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25291","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25292","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25293","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25294","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25295","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25296","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25297","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25298","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25299","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25300","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25301","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25302","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25303","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25304","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25305","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25306","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25307","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25308","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25309","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25310","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25311","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25312","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25313","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25314","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25315","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25316","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25317","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25318","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25319","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25320","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25321","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25322","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25323","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25324","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25325","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25326","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25327","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25328","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25329","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25330","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25331","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25332","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25333","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25334","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25335","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25336","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25337","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25338","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25339","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25340","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25341","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25342","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25343","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25344","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25345","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25346","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25347","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25348","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25349","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25350","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25351","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25352","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25353","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25354","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25355","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25356","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25357","Ocyurus chrysurus",12.192,"Roatan","Ocyurus chrysurus"
"25358","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25359","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25360","Stegastes diencaeus",12.192,"Roatan","Stegastes diencaeus"
"25361","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25362","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25363","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25364","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25365","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25366","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25367","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25368","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25369","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25370","Canthigaster rostrata",12.192,"Roatan","Canthigaster rostrata"
"25371","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25372","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25373","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25374","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25375","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25376","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25377","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25378","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25379","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25380","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25381","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25382","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25383","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25384","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25385","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25386","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25387","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25388","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25389","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25390","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25391","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25392","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25393","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25394","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25395","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25396","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25397","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25398","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25399","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25400","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25401","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25402","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25403","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25404","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25405","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25406","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25407","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25408","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25409","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25410","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25411","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25412","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25413","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25414","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25415","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25416","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25417","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25418","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25419","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25420","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25421","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25422","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25423","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25424","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25425","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25426","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25427","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25428","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25429","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25430","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25431","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25432","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25433","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25434","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25435","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25436","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25437","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25438","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25439","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25440","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25441","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25442","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25443","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25444","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25445","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25446","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25447","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25448","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25449","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25450","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25451","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25452","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25453","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25454","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25455","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25456","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25457","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25458","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25459","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25460","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25461","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25462","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25463","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25464","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25465","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25466","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25467","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25468","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25469","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25470","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25471","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25472","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25473","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25474","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25475","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25476","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25477","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25478","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25479","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25480","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25481","Chaetodon striatus",12.192,"Roatan","Chaetodon striatus"
"25482","Chaetodon striatus",12.192,"Roatan","Chaetodon striatus"
"25483","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25484","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25485","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25486","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25487","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25488","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25489","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25490","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25491","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25492","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25493","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25494","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25495","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25496","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25497","Sparisoma aurofrenatum",12.192,"Roatan","Sparisoma aurofrenatum"
"25498","Scarus iseri",12.192,"Roatan","Scarus iseri"
"25499","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25500","Abudefduf saxatilis",12.192,"Roatan","Abudefduf saxatilis"
"25501","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25502","Chromis cyanea",12.192,"Roatan","Chromis cyanea"
"25503","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25504","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25505","Stegastes partitus",12.192,"Roatan","Stegastes partitus"
"25506","Chromis insolata",12.192,"Roatan","Chromis insolata"
"25507","Chromis insolata",12.192,"Roatan","Chromis insolata"
"25508","Chromis insolata",12.192,"Roatan","Chromis insolata"
"25509","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25510","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25511","Stegastes planifrons",12.192,"Roatan","Stegastes planifrons"
"25512","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25513","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25514","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25515","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25516","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25517","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25518","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25519","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25520","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25521","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25522","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25523","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25524","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25525","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25526","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25527","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25528","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
"25529","Clepticus parrae",12.192,"Roatan","Clepticus parrae"
