,species,dband,location,hab,abundance,m,COEF,X,abu.corr,species.fb
2082,Serranus phoebe,180,St. Eustatius,deep,7,m,4.174566474,NA,29.22196532,Serranus phoebe
2083,Serranus phoebe,200,St. Eustatius,deep,2,m,3.862032086,NA,7.724064172,Serranus phoebe
2084,Serranus tabacarius,40,St. Eustatius,deep,1,m,10.87650602,NA,10.87650602,Serranus tabacarius
2085,Serranus tabacarius,50,Bonaire,deep,1,m,0.999995899,NA,0.999995899,Serranus tabacarius
2086,Serranus tabacarius,50,St. Eustatius,deep,1,m,15.20421053,NA,15.20421053,Serranus tabacarius
2087,Serranus tabacarius,60,Bonaire,deep,1,m,2.016114097,NA,2.016114097,Serranus tabacarius
2088,Serranus tabacarius,90,St. Eustatius,deep,2,m,1,NA,2,Serranus tabacarius
794,Epigonidae,260,Roatan,deep,8,m,1.126582278,260,9.012658224,Epigonus denticulatus
795,Epigonidae,260,Roatan,shallow,8,m,1.126582278,260,9.012658224,Epigonus denticulatus
2091,Serranus tigrinus,50,Bonaire,deep,1,m,0.999995899,NA,0.999995899,Serranus tigrinus
1548,Ostichthys trachypoma,260,Roatan,deep,5,m,1.126582278,260,5.63291139,Ostichthys trachypoma
1549,Ostichthys trachypoma,260,Roatan,shallow,5,m,1.126582278,260,5.63291139,Ostichthys trachypoma
2094,Serranus tortugarum,40,St. Eustatius,deep,9,m,10.87650602,NA,97.88855418,Serranus tortugarum
2095,Serranus tortugarum,50,St. Eustatius,deep,60,m,15.20421053,NA,912.2526318,Serranus tortugarum
1584,Palatogobius grandoculus,260,Roatan,deep,4,m,1.126582278,260,4.506329112,Palatogobius grandoculus
1585,Palatogobius grandoculus,260,Roatan,shallow,4,m,1.126582278,260,4.506329112,Palatogobius grandoculus
2098,Serranus tortugarum,60,St. Eustatius,deep,25,m,6.826086957,NA,170.6521739,Serranus tortugarum
2099,Serranus tortugarum,70,Bonaire,deep,2,m,2.085070543,NA,4.170141086,Serranus tortugarum
2100,Serranus tortugarum,70,St. Eustatius,deep,1,m,5.971062422,NA,5.971062422,Serranus tortugarum
2101,Serranus tortugarum,80,Bonaire,deep,3,m,1.181725224,NA,3.545175672,Serranus tortugarum
532,Chrionema squamentum,260,Roatan,deep,3,m,1.126582278,260,3.379746834,Chrionema squamentum
533,Chrionema squamentum,260,Roatan,shallow,3,m,1.126582278,260,3.379746834,Chrionema squamentum
2104,Serranus tortugarum,80,St. Eustatius,deep,18,m,3.768327681,NA,67.82989826,Serranus tortugarum
2105,Serranus tortugarum,90,St. Eustatius,deep,1,m,1,NA,1,Serranus tortugarum
900,Gephyroberyx darwinii,260,Roatan,deep,3,m,1.126582278,260,3.379746834,Gephyroberyx darwinii
901,Gephyroberyx darwinii,260,Roatan,shallow,3,m,1.126582278,260,3.379746834,Gephyroberyx darwinii
1334,Liopropoma santi,260,Roatan,deep,1,m,1.126582278,260,1.126582278,Liopropoma santi
1335,Liopropoma santi,260,Roatan,shallow,1,m,1.126582278,260,1.126582278,Liopropoma santi
1370,Lipogramma flavescens,260,Roatan,deep,1,m,1.126582278,260,1.126582278,Lipogramma flavescens
1371,Lipogramma flavescens,260,Roatan,shallow,1,m,1.126582278,260,1.126582278,Lipogramma flavescens
1669,Plectranthias garrupellus,260,Roatan,deep,1,m,1.126582278,260,1.126582278,Plectranthias garrupellus
1670,Plectranthias garrupellus,260,Roatan,shallow,1,m,1.126582278,260,1.126582278,Plectranthias garrupellus
2254,Symphysanodon octoactinus,260,Roatan,deep,1,m,1.126582278,260,1.126582278,Symphysanodon octoactinus
2255,Symphysanodon octoactinus,260,Roatan,shallow,1,m,1.126582278,260,1.126582278,Symphysanodon octoactinus
2306,Varicus veliguttatus,260,Roatan,deep,1,m,1.126582278,260,1.126582278,Varicus bucca
2117,Sparisoma aurofrenatum,40,St. Eustatius,deep,2,m,10.87650602,NA,21.75301204,Sparisoma aurofrenatum
2307,Varicus veliguttatus,260,Roatan,shallow,1,m,1.126582278,260,1.126582278,Varicus bucca
535,Chrionema squamentum,270,Roatan,deep,7,m,1,270,7,Chrionema squamentum
536,Chrionema squamentum,270,Roatan,shallow,7,m,1,270,7,Chrionema squamentum
796,Epigonidae,270,Roatan,deep,4,m,1,270,4,Epigonus denticulatus
797,Epigonidae,270,Roatan,shallow,4,m,1,270,4,Epigonus denticulatus
1587,Palatogobius grandoculus,270,Roatan,deep,1,m,1,270,1,Palatogobius grandoculus
2124,Sparisoma aurofrenatum,70,St. Eustatius,deep,1,m,5.971062422,NA,5.971062422,Sparisoma aurofrenatum
1588,Palatogobius grandoculus,270,Roatan,shallow,1,m,1,270,1,Palatogobius grandoculus
1671,Plectranthias garrupellus,270,Roatan,deep,1,m,1,270,1,Plectranthias garrupellus
1672,Plectranthias garrupellus,270,Roatan,shallow,1,m,1,270,1,Plectranthias garrupellus
1682,Polylepion sp.,270,Roatan,deep,1,m,1,270,1,Polylepion russelli
1683,Polylepion sp.,270,Roatan,shallow,1,m,1,270,1,Polylepion russelli
2130,Sparisoma viride,40,Bonaire,deep,1,m,1.139215137,NA,1.139215137,Sparisoma viride
1726,Pontinus castor,270,Roatan,deep,1,m,1,270,1,Pontinus castor
1727,Pontinus castor,270,Roatan,shallow,1,m,1,270,1,Pontinus castor
2133,Sparisoma viride,40,St. Eustatius,deep,2,m,10.87650602,NA,21.75301204,Sparisoma viride
2134,Sparisoma viride,50,Bonaire,deep,1,m,0.999995899,NA,0.999995899,Sparisoma viride
2135,Sparisoma viride,60,Bonaire,deep,1,m,2.016114097,NA,2.016114097,Sparisoma viride
2209,Symphysanodon berryi,270,Roatan,deep,1,m,1,270,1,Symphysanodon berryi
2210,Symphysanodon berryi,270,Roatan,shallow,1,m,1,270,1,Symphysanodon berryi
2138,Sphoeroides dorsalis,180,St. Eustatius,deep,1,m,4.174566474,NA,4.174566474,Sphoeroides dorsalis
2139,Sphoeroides dorsalis,200,St. Eustatius,deep,1,m,3.862032086,NA,3.862032086,Sphoeroides dorsalis
2140,Sphoeroides dorsalis,220,St. Eustatius,deep,1,m,5.980952381,NA,5.980952381,Sphoeroides dorsalis
2141,Sphoeroides dorsalis,230,St. Eustatius,deep,1,m,2.26572549,NA,2.26572549,Sphoeroides dorsalis
2142,Sphyraena barracuda,40,Bonaire,deep,1,m,1.139215137,NA,1.139215137,Sphyraena barracuda
2256,Symphysanodon octoactinus,270,Roatan,deep,1,m,1,270,1,Symphysanodon octoactinus
2257,Symphysanodon octoactinus,270,Roatan,shallow,1,m,1,270,1,Symphysanodon octoactinus
2145,Sphyraena barracuda,50,St. Eustatius,deep,1,m,15.20421053,NA,15.20421053,Sphyraena barracuda
2308,Varicus veliguttatus,270,Roatan,deep,1,m,1,270,1,Varicus bucca
2309,Varicus veliguttatus,270,Roatan,shallow,1,m,1,270,1,Varicus bucca
2148,Sphyraena barracuda,80,St. Eustatius,deep,1,m,3.768327681,NA,3.768327681,Sphyraena barracuda
798,Epigonidae,280,Roatan,deep,6,m,2.022727273,280,12.13636364,Epigonus denticulatus
799,Epigonidae,280,Roatan,shallow,6,m,2.022727273,280,12.13636364,Epigonus denticulatus
2151,Sphyraena barracuda,100,St. Eustatius,deep,2,m,1.546301253,NA,3.092602506,Sphyraena barracuda
2152,Sphyraena barracuda,120,St. Eustatius,deep,1,m,3.838426787,NA,3.838426787,Sphyraena barracuda
2153,Sphyraena barracuda,160,St. Eustatius,deep,1,m,4.342754059,NA,4.342754059,Sphyraena barracuda
2154,Sphyraenops bairdianus,260,Curacao,deep,4,m,2.855374707,NA,11.42149883,Sphyraenops bairdianus
2155,Sphyraenops bairdianus,280,Curacao,deep,2,m,3.295256757,NA,6.590513514,Sphyraenops bairdianus
1589,Palatogobius grandoculus,280,Roatan,deep,6,m,2.022727273,280,12.13636364,Palatogobius grandoculus
1590,Palatogobius grandoculus,280,Roatan,shallow,6,m,2.022727273,280,12.13636364,Palatogobius grandoculus
904,Gephyroberyx darwinii,280,Roatan,deep,4,m,2.022727273,280,8.090909092,Gephyroberyx darwinii
905,Gephyroberyx darwinii,280,Roatan,shallow,4,m,2.022727273,280,8.090909092,Gephyroberyx darwinii
2160,Stegastes partitus,40,Bonaire,deep,25,m,1.139215137,NA,28.48037843,Stegastes partitus
2161,Stegastes partitus,40,Curacao,deep,19,m,1.139215137,NA,21.6450876,Stegastes partitus
1210,Jeboehlkia gladifer,280,Roatan,deep,2,m,2.022727273,280,4.045454546,Jeboehlkia gladifer
1211,Jeboehlkia gladifer,280,Roatan,shallow,2,m,2.022727273,280,4.045454546,Jeboehlkia gladifer
2164,Stegastes partitus,40,St. Eustatius,deep,44,m,10.87650602,NA,478.5662649,Stegastes partitus
2165,Stegastes partitus,50,Bonaire,deep,45,m,0.999995899,NA,44.99981546,Stegastes partitus
2166,Stegastes partitus,50,Curacao,deep,18,m,0.999995899,NA,17.99992618,Stegastes partitus
37,Anthias asperilinguis,280,Roatan,deep,1,m,2.022727273,280,2.022727273,Anthias asperilinguis
38,Anthias asperilinguis,280,Roatan,shallow,1,m,2.022727273,280,2.022727273,Anthias asperilinguis
2169,Stegastes partitus,50,St. Eustatius,deep,210,m,15.20421053,NA,3192.884211,Stegastes partitus
2170,Stegastes partitus,60,Bonaire,deep,23,m,2.016114097,NA,46.37062423,Stegastes partitus
2171,Stegastes partitus,60,Curacao,deep,5,m,2.016114097,NA,10.08057049,Stegastes partitus
126,Aulopus filamentosus,280,Roatan,deep,1,m,2.022727273,280,2.022727273,Aulopus filamentosus
127,Aulopus filamentosus,280,Roatan,shallow,1,m,2.022727273,280,2.022727273,Aulopus filamentosus
2174,Stegastes partitus,70,Bonaire,deep,3,m,2.085070543,NA,6.255211629,Stegastes partitus
1552,Ostichthys trachypoma,280,Roatan,deep,1,m,2.022727273,280,2.022727273,Ostichthys trachypoma
1553,Ostichthys trachypoma,280,Roatan,shallow,1,m,2.022727273,280,2.022727273,Ostichthys trachypoma
2213,Symphysanodon berryi,280,Roatan,deep,1,m,2.022727273,280,2.022727273,Symphysanodon berryi
2214,Symphysanodon berryi,280,Roatan,shallow,1,m,2.022727273,280,2.022727273,Symphysanodon berryi
800,Epigonidae,290,Roatan,deep,18,m,1.308823529,290,23.55882352,Epigonus denticulatus
801,Epigonidae,290,Roatan,shallow,18,m,1.308823529,290,23.55882352,Epigonus denticulatus
1212,Jeboehlkia gladifer,290,Roatan,deep,3,m,1.308823529,290,3.926470587,Jeboehlkia gladifer
1213,Jeboehlkia gladifer,290,Roatan,shallow,3,m,1.308823529,290,3.926470587,Jeboehlkia gladifer
2216,Symphysanodon berryi,290,Roatan,deep,2,m,1.308823529,290,2.617647058,Symphysanodon berryi
2184,Syacium gunteri,170,Bonaire,deep,1,m,1.172632844,NA,1.172632844,Syacium gunteri
2185,Symphysanodon berryi,120,Curacao,deep,1,m,1.127104229,NA,1.127104229,Symphysanodon berryi
2186,Symphysanodon berryi,150,Curacao,deep,1,m,1.188927353,NA,1.188927353,Symphysanodon berryi
2187,Symphysanodon berryi,160,Curacao,deep,5,m,1.212877394,NA,6.06438697,Symphysanodon berryi
2188,Symphysanodon berryi,180,Curacao,deep,3,m,1.724533239,NA,5.173599717,Symphysanodon berryi
2189,Symphysanodon berryi,190,Curacao,deep,5,m,1.643187332,NA,8.21593666,Symphysanodon berryi
2190,Symphysanodon berryi,200,Curacao,deep,7,m,1.203301258,NA,8.423108806,Symphysanodon berryi
2217,Symphysanodon berryi,290,Roatan,shallow,2,m,1.308823529,290,2.617647058,Symphysanodon berryi
345,Caranx lugubris,290,Roatan,deep,1,m,1.308823529,290,1.308823529,Caranx lugubris
2193,Symphysanodon berryi,210,Curacao,deep,10,m,1.454078712,NA,14.54078712,Symphysanodon berryi
2194,Symphysanodon berryi,220,Curacao,deep,14,m,1.136560242,NA,15.91184339,Symphysanodon berryi
346,Caranx lugubris,290,Roatan,shallow,1,m,1.308823529,290,1.308823529,Caranx lugubris
840,Etelis oculatus,290,Roatan,deep,1,m,1.308823529,290,1.308823529,Etelis oculatus
2197,Symphysanodon berryi,230,Curacao,deep,20,m,1.644295347,NA,32.88590694,Symphysanodon berryi
841,Etelis oculatus,290,Roatan,shallow,1,m,1.308823529,290,1.308823529,Etelis oculatus
1554,Ostichthys trachypoma,290,Roatan,deep,1,m,1.308823529,290,1.308823529,Ostichthys trachypoma
2200,Symphysanodon berryi,230,St. Eustatius,deep,1,m,2.26572549,NA,2.26572549,Symphysanodon berryi
2201,Symphysanodon berryi,240,Curacao,deep,14,m,2.350351807,NA,32.9049253,Symphysanodon berryi
2202,Symphysanodon berryi,250,Curacao,deep,14,m,3.051927409,NA,42.72698373,Symphysanodon berryi
1555,Ostichthys trachypoma,290,Roatan,shallow,1,m,1.308823529,290,1.308823529,Ostichthys trachypoma
1591,Palatogobius grandoculus,290,Roatan,deep,1,m,1.308823529,290,1.308823529,Palatogobius grandoculus
2205,Symphysanodon berryi,260,Curacao,deep,4,m,2.855374707,NA,11.42149883,Symphysanodon berryi
1592,Palatogobius grandoculus,290,Roatan,shallow,1,m,1.308823529,290,1.308823529,Palatogobius grandoculus
2258,Symphysanodon octoactinus,290,Roatan,deep,1,m,1.308823529,290,1.308823529,Symphysanodon octoactinus
2208,Symphysanodon berryi,270,Curacao,deep,3,m,3.382094313,NA,10.14628294,Symphysanodon berryi
2259,Symphysanodon octoactinus,290,Roatan,shallow,1,m,1.308823529,290,1.308823529,Symphysanodon octoactinus
2269,Synagrops bellus,290,Roatan,deep,1,m,1.308823529,290,1.308823529,Synagrops bellus
2211,Symphysanodon berryi,270,St. Eustatius,deep,1,m,18.23737374,NA,18.23737374,Symphysanodon berryi
2212,Symphysanodon berryi,280,Curacao,deep,2,m,3.295256757,NA,6.590513514,Symphysanodon berryi
2270,Synagrops bellus,290,Roatan,shallow,1,m,1.308823529,290,1.308823529,Synagrops bellus
802,Epigonidae,300,Roatan,deep,93,m,2.617647059,300,243.4411765,Epigonus denticulatus
2215,Symphysanodon berryi,290,Curacao,deep,14,m,4.077742475,NA,57.08839465,Symphysanodon berryi
803,Epigonidae,300,Roatan,shallow,93,m,2.617647059,300,243.4411765,Epigonus denticulatus
1684,Polylepion sp.,300,Roatan,deep,2,m,2.617647059,300,5.235294118,Polylepion russelli
1685,Polylepion sp.,300,Roatan,shallow,2,m,2.617647059,300,5.235294118,Polylepion russelli
1556,Ostichthys trachypoma,300,Roatan,deep,1,m,2.617647059,300,2.617647059,Ostichthys trachypoma
2220,Symphysanodon octoactinus,140,Curacao,deep,1,m,1.365335946,NA,1.365335946,Symphysanodon octoactinus
2221,Symphysanodon octoactinus,150,Bonaire,deep,6,m,1.188927353,NA,7.133564118,Symphysanodon octoactinus
2222,Symphysanodon octoactinus,150,Curacao,deep,10,m,1.188927353,NA,11.88927353,Symphysanodon octoactinus
2223,Symphysanodon octoactinus,160,Bonaire,deep,8,m,1.212877394,NA,9.703019152,Symphysanodon octoactinus
2224,Symphysanodon octoactinus,160,Curacao,deep,33,m,1.212877394,NA,40.024954,Symphysanodon octoactinus
1557,Ostichthys trachypoma,300,Roatan,shallow,1,m,2.617647059,300,2.617647059,Ostichthys trachypoma
2218,Symphysanodon berryi,300,Roatan,deep,1,m,2.617647059,300,2.617647059,Symphysanodon berryi
2227,Symphysanodon octoactinus,170,Curacao,deep,43,m,1.172632844,NA,50.42321229,Symphysanodon octoactinus
2219,Symphysanodon berryi,300,Roatan,shallow,1,m,2.617647059,300,2.617647059,Symphysanodon berryi
1489,Neoepinnula americana,310,Roatan,deep,1,m,1.308823529,310,1.308823529,Neoepinnula americana
2230,Symphysanodon octoactinus,180,Curacao,deep,21,m,1.724533239,NA,36.21519802,Symphysanodon octoactinus
1490,Neoepinnula americana,310,Roatan,shallow,1,m,1.308823529,310,1.308823529,Neoepinnula americana
1686,Polylepion sp.,320,Roatan,deep,1,m,5.235294118,320,5.235294118,Polylepion russelli
2233,Symphysanodon octoactinus,190,Curacao,deep,7,m,1.643187332,NA,11.50231132,Symphysanodon octoactinus
1687,Polylepion sp.,320,Roatan,shallow,1,m,5.235294118,320,5.235294118,Polylepion russelli
804,Epigonidae,330,Roatan,deep,11,m,8.090909091,330,89,Epigonus denticulatus
2236,Symphysanodon octoactinus,200,Curacao,deep,6,m,1.203301258,NA,7.219807548,Symphysanodon octoactinus
805,Epigonidae,330,Roatan,shallow,11,m,8.090909091,330,89,Epigonus denticulatus
543,Chrionema squamentum,330,Roatan,deep,3,m,8.090909091,330,24.27272727,Chrionema squamentum
2239,Symphysanodon octoactinus,210,Curacao,deep,4,m,1.454078712,NA,5.816314848,Symphysanodon octoactinus
544,Chrionema squamentum,330,Roatan,shallow,3,m,8.090909091,330,24.27272727,Chrionema squamentum
485,Chaunax pictus,330,Roatan,deep,2,m,8.090909091,330,16.18181818,Chaunax pictus
2242,Symphysanodon octoactinus,210,St. Eustatius,deep,1,m,2.498961938,NA,2.498961938,Symphysanodon octoactinus
2243,Symphysanodon octoactinus,220,Curacao,deep,15,m,1.136560242,NA,17.04840363,Symphysanodon octoactinus
486,Chaunax pictus,330,Roatan,shallow,2,m,8.090909091,330,16.18181818,Chaunax pictus
806,Epigonidae,350,Roatan,deep,1,m,8.090909091,340,8.090909091,Epigonus denticulatus
2246,Symphysanodon octoactinus,230,Curacao,deep,11,m,1.644295347,NA,18.08724882,Symphysanodon octoactinus
807,Epigonidae,350,Roatan,shallow,1,m,8.090909091,340,8.090909091,Epigonus denticulatus
40,Anthias asperilinguis,360,Roatan,deep,1,m,8.090909091,350,8.090909091,Anthias asperilinguis
41,Anthias asperilinguis,360,Roatan,shallow,1,m,8.090909091,350,8.090909091,Anthias asperilinguis
128,Aulopus filamentosus,360,Roatan,deep,1,m,8.090909091,350,8.090909091,Aulopus filamentosus
2251,Symphysanodon octoactinus,250,Curacao,deep,2,m,3.051927409,NA,6.103854818,Symphysanodon octoactinus
129,Aulopus filamentosus,360,Roatan,shallow,1,m,8.090909091,350,8.090909091,Aulopus filamentosus
1089,Haptoclinus dropi,360,Roatan,deep,1,m,8.090909091,350,8.090909091,Haptoclinus dropi
1090,Haptoclinus dropi,360,Roatan,shallow,1,m,8.090909091,350,8.090909091,Haptoclinus dropi
1215,Jeboehlkia gladifer,360,Roatan,deep,1,m,8.090909091,350,8.090909091,Jeboehlkia gladifer
1216,Jeboehlkia gladifer,360,Roatan,shallow,1,m,8.090909091,350,8.090909091,Jeboehlkia gladifer
1655,Phenacoscorpius nebrius,360,Roatan,deep,1,m,8.090909091,350,8.090909091,Phenacoscorpius nebris
1656,Phenacoscorpius nebrius,360,Roatan,shallow,1,m,8.090909091,350,8.090909091,Phenacoscorpius nebris
1217,Jeboehlkia gladifer,390,Roatan,deep,2,m,8.090909091,360,16.18181818,Jeboehlkia gladifer
1218,Jeboehlkia gladifer,390,Roatan,shallow,2,m,8.090909091,360,16.18181818,Jeboehlkia gladifer
545,Chrionema squamentum,390,Roatan,deep,1,m,8.090909091,360,8.090909091,Chrionema squamentum
2262,Synagrops bellus,180,Bonaire,deep,1,m,1.724533239,NA,1.724533239,Synagrops bellus
546,Chrionema squamentum,390,Roatan,shallow,1,m,8.090909091,360,8.090909091,Chrionema squamentum
2312,Verilus sordidus,390,Roatan,deep,1,m,8.090909091,360,8.090909091,Verilus sordidus
2313,Verilus sordidus,390,Roatan,shallow,1,m,8.090909091,360,8.090909091,Verilus sordidus
808,Epigonidae,400,Roatan,deep,1,m,3.708333333,370,3.708333333,Epigonus denticulatus
809,Epigonidae,400,Roatan,shallow,1,m,3.708333333,370,3.708333333,Epigonus denticulatus
1129,Hollardia hollardi,400,Roatan,deep,1,m,3.708333333,370,3.708333333,Hollardia hollardi
1130,Hollardia hollardi,400,Roatan,shallow,1,m,3.708333333,370,3.708333333,Hollardia hollardi
906,Gephyroberyx darwinii,410,Roatan,deep,1,m,3.068965517,380,3.068965517,Gephyroberyx darwinii
2271,Synagrops egretta,210,Bonaire,deep,1,m,1.454078712,NA,1.454078712,Synagrops bellus
907,Gephyroberyx darwinii,410,Roatan,shallow,1,m,3.068965517,380,3.068965517,Gephyroberyx darwinii
1131,Hollardia hollardi,410,Roatan,deep,1,m,3.068965517,380,3.068965517,Hollardia hollardi
1132,Hollardia hollardi,410,Roatan,shallow,1,m,3.068965517,380,3.068965517,Hollardia hollardi
908,Gephyroberyx darwinii,420,Roatan,deep,1,m,3.178571429,390,3.178571429,Gephyroberyx darwinii
909,Gephyroberyx darwinii,420,Roatan,shallow,1,m,3.178571429,390,3.178571429,Gephyroberyx darwinii
2277,Thalassoma bifasciatum,40,St. Eustatius,deep,2,m,10.87650602,NA,21.75301204,Thalassoma bifasciatum
1657,Phenacoscorpius nebrius,420,Roatan,deep,1,m,3.178571429,390,3.178571429,Phenacoscorpius nebris
1658,Phenacoscorpius nebrius,420,Roatan,shallow,1,m,3.178571429,390,3.178571429,Phenacoscorpius nebris
810,Epigonidae,430,Roatan,deep,2,m,2.282051282,400,4.564102564,Epigonus denticulatus
811,Epigonidae,430,Roatan,shallow,2,m,2.282051282,400,4.564102564,Epigonus denticulatus
1133,Hollardia hollardi,430,Roatan,deep,2,m,2.282051282,400,4.564102564,Hollardia hollardi
1134,Hollardia hollardi,430,Roatan,shallow,2,m,2.282051282,400,4.564102564,Hollardia hollardi
2284,Varicus cephalocellatus,130,Bonaire,deep,2,m,1.303308391,NA,2.606616782,Varicus bucca
2285,Varicus cephalocellatus,180,St. Eustatius,deep,1,m,4.174566474,NA,4.174566474,Varicus bucca
2286,Varicus decorum,90,Curacao,deep,1,m,1.187769118,NA,1.187769118,Varicus bucca
2287,Varicus decorum,140,Bonaire,deep,1,m,1.365335946,NA,1.365335946,Varicus bucca
2288,Varicus decorum,160,Bonaire,deep,8,m,1.212877394,NA,9.703019152,Varicus bucca
2289,Varicus decorum,160,Curacao,deep,1,m,1.212877394,NA,1.212877394,Varicus bucca
2290,Varicus decorum,220,Curacao,deep,1,m,1.136560242,NA,1.136560242,Varicus bucca
2291,Varicus veliguttatus,150,Curacao,deep,1,m,1.188927353,NA,1.188927353,Varicus bucca
2292,Varicus veliguttatus,180,Curacao,deep,1,m,1.724533239,NA,1.724533239,Varicus bucca
